Well,Cycle,BLUE,GREEN,YELLOW,RED
H6,33,99914,39986,18296,7087
H7,33,100907,41189,19950,8517
H8,33,96927,38276,17331,6511
H9,33,96210,38743,17913,6943
H10,33,100846,40473,18786,7553
H11,33,84265,34863,16233,6449
H12,33,82668,33109,15201,5957
A1,34,43857,17691,8685,4033
A2,34,42224,16926,8233,3740
A3,34,81839,32051,14512,5591
A4,34,91802,36143,16517,6418
A5,34,89417,34994,15843,6030
A6,34,100037,39116,17604,6598
A7,34,98002,38416,17423,6668
A8,34,84671,33555,15422,6001
A9,34,83437,33056,15093,5878
A10,34,93110,36845,16762,6457
A11,34,81643,32411,14741,5617
A12,34,90709,35859,16027,5904
B1,34,36688,15020,7617,3742
B2,34,40541,16640,8535,4277
B3,34,84886,33524,15205,5827
B4,34,93726,36886,16984,6802
B5,34,91163,36084,16682,6636
B6,34,91892,36231,16526,6390
B7,34,101285,40123,18443,7152
B8,34,95719,37936,17396,6803
B9,34,87671,35332,16262,6413
B10,34,100230,39730,18050,6967
B11,34,85349,34065,15475,5966
B12,34,109596,43123,19776,8400
C1,34,44091,17867,8977,4358
C2,34,40149,16134,7856,3584
C3,34,93058,36494,16536,6397
C4,34,94771,37212,16823,6281
C5,34,99705,39012,17714,6893
C6,34,102714,40208,18305,7066
C7,34,99314,38650,17330,6513
C8,34,90427,35851,16517,6466
C9,34,100984,39653,18024,6956
C10,34,85171,33839,15443,5904
C11,34,95858,37989,17418,6870
C12,34,104190,41362,19010,7401
D1,34,43367,17681,8908,4454
D2,34,44881,18194,9112,4336
D3,34,93854,37206,17309,7079
D4,34,94894,37510,17234,6861
D5,34,105151,41326,18891,7347
D6,34,102812,40732,18895,7586
D7,34,96600,38231,17704,7073
D8,34,93297,36912,16995,6718
D9,34,97221,38596,17763,6988
D10,34,94763,37396,16855,6427
D11,34,93401,37253,17165,7039
D12,34,101011,40371,18483,7001
E1,34,41021,16608,8223,3829
E2,34,44758,18217,9134,4353
E3,34,95586,37775,17278,6715
E4,34,98342,38559,17514,6827
E5,34,101061,39993,18416,7327
E6,34,97779,38726,17853,7100
E7,34,102528,40175,18309,7095
E8,34,104697,40938,18432,6998
E9,34,89134,35512,16239,6189
E10,34,95629,37816,17215,6681
E11,34,93737,37252,17041,6640
E12,34,106619,42180,19196,7418
F1,34,41878,17216,8761,4296
F2,34,41641,16852,8351,3897
F3,34,86897,34334,15749,6242
F4,34,86990,34568,15966,6386
F5,34,94507,37441,17180,6703
F6,34,99783,39286,17895,6923
F7,34,96468,37904,17263,6670
F8,34,94334,37068,16854,6495
F9,34,99094,39094,17674,6617
F10,34,96555,38324,17460,6782
F11,34,88164,35177,16123,6304
F12,34,107619,42491,19261,7278
G1,34,41785,16952,8294,3802
G2,34,44684,18116,8928,4087
G3,34,86139,34480,16035,6391
G4,34,94162,37433,17385,7119
G5,34,93992,37370,17213,6777
G6,34,87531,34874,16326,6588
G7,34,95691,37703,17213,6624
G8,34,93346,36618,16711,6562
G9,34,91120,36084,16397,6237
G10,34,92721,36712,16752,6426
G11,34,98917,39268,17787,6708
G12,34,116430,47276,22860,9996
H1,34,45466,18511,9148,4249
H2,34,49664,20188,9919,4598
H3,34,102195,42433,20813,9405
H4,34,96548,38856,18090,7262
H5,34,97561,38882,17827,6905
H6,34,100052,40052,18325,7141
H7,34,101062,41276,19987,8536
H8,34,96963,38298,17336,6534
H9,34,96235,38755,17931,6953
H10,34,100797,40461,18805,7556
H11,34,84251,34840,16209,6457
H12,34,82882,33208,15264,5975
A1,35,43897,17703,8692,4032
A2,35,42483,17026,8268,3772
A3,35,82271,32221,14603,5624
A4,35,92044,36247,16570,6463
A5,35,89744,35132,15896,6066
A6,35,100367,39242,17633,6629
A7,35,98458,38554,17476,6699
A8,35,85231,33751,15524,6025
A9,35,83604,33143,15175,5921
A10,35,93429,36979,16818,6497
A11,35,81782,32453,14753,5619
A12,35,90910,35913,16072,5940
B1,35,37213,15250,7762,3797
B2,35,40561,16662,8532,4270
B3,35,85379,33693,15304,5863
B4,35,93954,37005,17020,6839
B5,35,91599,36256,16772,6682
B6,35,92401,36436,16631,6407
B7,35,101712,40276,18506,7193
B8,35,95645,37889,17362,6804
B9,35,87780,35341,16302,6398
B10,35,100573,39862,18122,6980
B11,35,85391,34107,15496,5979
B12,35,109487,43056,19754,8410
C1,35,44338,17971,9041,4386
C2,35,40359,16215,7897,3611
C3,35,94019,36858,16721,6480
C4,35,95027,37332,16870,6315
C5,35,99782,39029,17738,6880
C6,35,102962,40326,18340,7106
C7,35,99849,38849,17445,6574
C8,35,90464,35835,16493,6464
C9,35,100871,39621,17990,6942
C10,35,85496,33961,15516,5931
C11,35,96157,38101,17486,6909
C12,35,104293,41405,19040,7430
D1,35,43579,17774,8946,4471
D2,35,45237,18344,9176,4382
D3,35,94495,37479,17438,7142
D4,35,95472,37754,17336,6901
D5,35,105793,41572,19002,7442
D6,35,102812,40760,18877,7554
D7,35,97215,38479,17832,7132
D8,35,93489,36994,17028,6754
D9,35,97163,38571,17728,6975
D10,35,95177,37542,16944,6471
D11,35,93771,37415,17235,7098
D12,35,101102,40400,18488,7017
E1,35,41152,16674,8252,3844
E2,35,44890,18248,9170,4362
E3,35,96451,38131,17438,6803
E4,35,98436,38606,17545,6829
E5,35,101203,40050,18450,7331
E6,35,97665,38666,17823,7093
E7,35,103319,40497,18442,7145
E8,35,104719,40943,18433,7006
E9,35,89004,35428,16198,6181
E10,35,96062,37989,17302,6732
E11,35,93979,37357,17082,6665
E12,35,106621,42162,19214,7405
F1,35,41984,17258,8789,4301
F2,35,41904,16951,8403,3932
F3,35,87031,34389,15770,6239
F4,35,87166,34624,16000,6419
F5,35,94894,37559,17259,6740
F6,35,99619,39186,17859,6897
F7,35,96838,38051,17327,6696
F8,35,94328,37056,16880,6498
F9,35,99046,39094,17677,6610
F10,35,96645,38363,17505,6789
F11,35,88380,35261,16155,6352
F12,35,107637,42489,19260,7280
G1,35,41929,16995,8360,3827
G2,35,45059,18276,8988,4130
G3,35,86328,34563,16065,6421
G4,35,94876,37695,17523,7193
G5,35,94215,37440,17254,6777
G6,35,87566,34869,16317,6575
G7,35,95908,37792,17252,6646
G8,35,93750,36767,16805,6613
G9,35,91351,36179,16465,6260
G10,35,92753,36728,16754,6442
G11,35,98863,39252,17784,6718
G12,35,116864,47435,22957,10056
H1,35,45523,18548,9153,4285
H2,35,49693,20180,9954,4580
H3,35,102073,42359,20802,9396
H4,35,96520,38854,18077,7278
H5,35,97613,38878,17848,6898
H6,35,100153,40093,18347,7145
H7,35,100975,41233,19976,8530
H8,35,96847,38245,17330,6519
H9,35,96240,38762,17936,6962
H10,35,100862,40491,18822,7582
H11,35,84298,34797,16217,6448
H12,35,82830,33195,15276,5990
A1,36,44101,17780,8728,4055
A2,36,42652,17111,8331,3775
A3,36,82631,32333,14659,5639
A4,36,92264,36348,16629,6465
A5,36,90146,35276,15979,6088
A6,36,100733,39394,17717,6654
A7,36,98939,38734,17560,6733
A8,36,85579,33868,15574,6064
A9,36,84389,33426,15313,5962
A10,36,93778,37122,16892,6522
A11,36,81849,32490,14791,5623
A12,36,90930,35924,16087,5935
B1,36,37150,15216,7725,3771
B2,36,40794,16754,8588,4284
B3,36,85802,33893,15373,5891
B4,36,94335,37136,17092,6861
B5,36,92279,36527,16892,6729
B6,36,93072,36662,16735,6470
B7,36,102053,40388,18566,7211
B8,36,96031,38037,17455,6816
B9,36,87288,35077,16148,6349
B10,36,100698,39914,18157,7007
B11,36,85346,34069,15505,5987
B12,36,109362,43022,19761,8395
C1,36,44178,17883,9006,4371
C2,36,40628,16309,7968,3622
C3,36,94216,36958,16750,6484
C4,36,95173,37379,16899,6317
C5,36,99853,39027,17753,6892
C6,36,103412,40468,18417,7114
C7,36,100706,39206,17596,6636
C8,36,90962,36029,16576,6511
C9,36,102226,40132,18271,7058
C10,36,85664,34006,15530,5937
C11,36,96291,38162,17508,6892
C12,36,104255,41379,19017,7437
D1,36,43624,17787,8968,4451
D2,36,45461,18448,9215,4393
D3,36,94725,37561,17482,7157
D4,36,95995,37928,17447,6945
D5,36,106097,41698,19022,7434
D6,36,103527,41031,19006,7640
D7,36,97145,38454,17799,7106
D8,36,93784,37091,17079,6770
D9,36,98158,38960,17922,7080
D10,36,95280,37578,16959,6468
D11,36,93909,37438,17273,7109
D12,36,101242,40439,18487,7016
E1,36,41292,16725,8274,3876
E2,36,44964,18308,9183,4377
E3,36,96411,38134,17459,6785
E4,36,99109,38851,17662,6869
E5,36,101480,40159,18493,7344
E6,36,98257,38874,17937,7118
E7,36,103318,40469,18426,7141
E8,36,104839,40986,18466,6983
E9,36,89582,35678,16298,6216
E10,36,96084,37963,17275,6695
E11,36,94073,37365,17094,6667
E12,36,106977,42253,19281,7437
F1,36,42105,17312,8790,4305
F2,36,41959,16987,8409,3928
F3,36,87292,34457,15820,6249
F4,36,87293,34659,16009,6407
F5,36,95374,37715,17340,6786
F6,36,100024,39392,17923,6946
F7,36,97138,38169,17381,6718
F8,36,94532,37143,16906,6515
F9,36,99200,39156,17718,6639
F10,36,96850,38464,17500,6796
F11,36,88633,35344,16210,6353
F12,36,107798,42528,19288,7300
G1,36,42057,17043,8373,3842
G2,36,45142,18312,9011,4123
G3,36,86626,34648,16131,6422
G4,36,95028,37755,17523,7187
G5,36,94454,37559,17295,6795
G6,36,88185,35123,16423,6643
G7,36,96170,37911,17298,6665
G8,36,94112,36929,16863,6616
G9,36,91466,36215,16479,6249
G10,36,93042,36822,16781,6448
G11,36,99344,39451,17868,6757
G12,36,116868,47433,22934,10050
H1,36,45534,18546,9171,4266
H2,36,49817,20250,9964,4619
H3,36,101826,42271,20740,9394
H4,36,96626,38879,18100,7287
H5,36,97535,38857,17840,6901
H6,36,100036,40035,18317,7131
H7,36,101015,41232,19985,8535
H8,36,96782,38225,17315,6552
H9,36,96110,38684,17892,6971
H10,36,100807,40471,18816,7556
H11,36,84339,34819,16219,6453
H12,36,82702,33115,15229,5967
A1,37,44225,17843,8764,4070
A2,37,42877,17189,8343,3789
A3,37,83014,32493,14711,5681
A4,37,92576,36430,16646,6482
A5,37,90597,35451,16063,6112
A6,37,101010,39496,17788,6654
A7,37,99302,38866,17637,6784
A8,37,85986,34034,15644,6070
A9,37,84269,33396,15274,5944
A10,37,93994,37206,16916,6559
A11,37,81965,32524,14812,5624
A12,37,90854,35891,16047,5946
B1,37,37579,15385,7803,3809
B2,37,41340,16946,8696,4342
B3,37,86480,34136,15462,5895
B4,37,94692,37295,17172,6888
B5,37,92490,36607,16932,6739
B6,37,93601,36885,16824,6503
B7,37,102645,40620,18673,7244
B8,37,96256,38115,17496,6825
B9,37,87512,35156,16178,6368
B10,37,101142,40062,18209,7040
B11,37,85619,34195,15547,6004
B12,37,109340,43009,19778,8398
C1,37,44522,18021,9058,4394
C2,37,40758,16371,7948,3630
C3,37,94490,37046,16805,6498
C4,37,95280,37417,16917,6315
C5,37,100759,39406,17894,6948
C6,37,103771,40612,18480,7148
C7,37,100668,39194,17587,6632
C8,37,91098,36057,16617,6497
C9,37,101833,39961,18161,7023
C10,37,86070,34156,15611,5962
C11,37,96056,38033,17453,6897
C12,37,104214,41363,19027,7417
D1,37,43846,17885,9003,4502
D2,37,45498,18445,9232,4418
D3,37,95244,37760,17536,7193
D4,37,96190,37991,17472,6961
D5,37,106591,41864,19125,7469
D6,37,103891,41182,19075,7667
D7,37,97612,38638,17879,7143
D8,37,94012,37197,17135,6788
D9,37,98391,39028,17951,7091
D10,37,95772,37776,17033,6513
D11,37,93989,37468,17260,7101
D12,37,101171,40415,18491,7039
E1,37,41453,16789,8318,3880
E2,37,45395,18462,9278,4437
E3,37,96886,38292,17519,6820
E4,37,99750,39101,17784,6936
E5,37,101436,40119,18494,7336
E6,37,98689,39078,18037,7142
E7,37,103494,40536,18468,7161
E8,37,105166,41108,18512,7021
E9,37,89976,35835,16367,6275
E10,37,96671,38231,17417,6782
E11,37,94353,37483,17134,6691
E12,37,106778,42207,19264,7449
F1,37,42255,17383,8856,4327
F2,37,42444,17169,8495,3981
F3,37,87677,34628,15869,6303
F4,37,88377,35075,16210,6490
F5,37,95797,37877,17418,6811
F6,37,100669,39610,18051,6988
F7,37,97083,38152,17376,6718
F8,37,94466,37141,16895,6524
F9,37,99034,39097,17697,6630
F10,37,97397,38679,17634,6873
F11,37,88666,35383,16210,6355
F12,37,107854,42561,19309,7323
G1,37,42175,17074,8418,3849
G2,37,45258,18351,9037,4139
G3,37,87103,34838,16182,6466
G4,37,95537,37938,17606,7198
G5,37,94900,37712,17379,6818
G6,37,88488,35220,16484,6636
G7,37,96855,38151,17411,6734
G8,37,94211,36948,16876,6638
G9,37,91826,36343,16548,6263
G10,37,93235,36910,16832,6457
G11,37,99454,39481,17888,6788
G12,37,116524,47301,22869,10030
H1,37,45609,18578,9193,4269
H2,37,49779,20210,9986,4627
H3,37,101899,42315,20770,9396
H4,37,96602,38861,18110,7276
H5,37,97560,38853,17837,6922
H6,37,99984,40001,18327,7147
H7,37,101062,41254,19994,8540
H8,37,96747,38181,17298,6548
H9,37,95978,38621,17883,6946
H10,37,100776,40427,18821,7588
H11,37,84326,34790,16224,6461
H12,37,82781,33161,15271,5981
A1,38,44539,17995,8816,4105
A2,38,43060,17261,8376,3789
A3,38,83487,32672,14789,5692
A4,38,92847,36553,16699,6493
A5,38,90977,35592,16121,6138
A6,38,101422,39657,17841,6698
A7,38,99652,38998,17686,6807
A8,38,86165,34084,15670,6095
A9,38,84411,33438,15301,5973
A10,38,94345,37301,16965,6569
A11,38,82138,32586,14850,5647
A12,38,91047,35997,16124,5963
B1,38,37440,15300,7748,3791
B2,38,41683,17083,8754,4362
B3,38,87260,34434,15587,5947
B4,38,95202,37470,17260,6914
B5,38,93088,36823,17034,6797
B6,38,94282,37125,16920,6532
B7,38,102810,40672,18698,7257
B8,38,96902,38374,17600,6884
B9,38,87861,35262,16267,6397
B10,38,101559,40203,18283,7058
B11,38,85585,34155,15541,6003
B12,38,109489,43062,19795,8427
C1,38,44900,18187,9137,4429
C2,38,40980,16453,8009,3646
C3,38,95399,37383,16965,6570
C4,38,95540,37500,16978,6351
C5,38,100951,39477,17926,6968
C6,38,104081,40742,18510,7137
C7,38,101320,39443,17707,6684
C8,38,91658,36277,16712,6555
C9,38,101901,39991,18177,7016
C10,38,86336,34267,15654,5993
C11,38,96355,38160,17493,6906
C12,38,104242,41383,19022,7455
D1,38,44077,17977,9059,4517
D2,38,45824,18569,9299,4447
D3,38,95652,37909,17622,7225
D4,38,96542,38143,17513,6967
D5,38,106936,41998,19201,7484
D6,38,104238,41294,19142,7686
D7,38,98001,38800,17944,7158
D8,38,94428,37342,17187,6804
D9,38,98527,39089,17996,7098
D10,38,96202,37941,17121,6525
D11,38,94188,37559,17286,7087
D12,38,101323,40487,18535,7070
E1,38,41473,16783,8319,3908
E2,38,45627,18559,9316,4440
E3,38,97407,38506,17632,6871
E4,38,100085,39239,17834,6945
E5,38,102160,40397,18619,7398
E6,38,98715,39055,18008,7163
E7,38,104108,40786,18589,7189
E8,38,105876,41406,18638,7056
E9,38,90263,35913,16400,6265
E10,38,97803,38657,17598,6853
E11,38,94722,37617,17198,6703
E12,38,106925,42245,19285,7461
F1,38,42395,17439,8878,4321
F2,38,42621,17237,8539,3970
F3,38,87982,34728,15926,6304
F4,38,88505,35107,16206,6515
F5,38,96197,38055,17494,6841
F6,38,100666,39607,18040,7000
F7,38,97494,38308,17446,6755
F8,38,94591,37171,16915,6548
F9,38,99267,39186,17732,6655
F10,38,98234,39007,17789,6928
F11,38,89047,35519,16281,6407
F12,38,107481,42406,19228,7303
G1,38,42245,17135,8429,3861
G2,38,45628,18503,9094,4182
G3,38,87323,34900,16234,6468
G4,38,96227,38212,17739,7272
G5,38,95091,37772,17406,6838
G6,38,88556,35225,16450,6628
G7,38,97094,38249,17452,6729
G8,38,94476,37060,16940,6647
G9,38,91812,36365,16526,6288
G10,38,93790,37094,16908,6506
G11,38,99553,39517,17905,6768
G12,38,116650,47352,22945,10047
H1,38,45660,18612,9197,4286
H2,38,49855,20262,9974,4628
H3,38,101679,42199,20710,9358
H4,38,96535,38851,18106,7300
H5,38,97487,38832,17830,6888
H6,38,100250,40113,18376,7181
H7,38,100995,41186,19957,8519
H8,38,96722,38193,17295,6553
H9,38,95891,38571,17861,6960
H10,38,100788,40457,18827,7581
H11,38,84369,34764,16214,6473
H12,38,82633,33094,15250,5994
A1,39,44643,18014,8847,4109
A2,39,43330,17353,8414,3824
A3,39,83969,32860,14891,5712
A4,39,93148,36656,16757,6527
A5,39,91417,35747,16174,6156
A6,39,101809,39780,17919,6731
A7,39,99930,39136,17757,6805
A8,39,86303,34152,15714,6124
A9,39,84776,33596,15367,6013
A10,39,94656,37440,17012,6575
A11,39,82424,32690,14893,5691
A12,39,91265,36074,16144,5982
B1,39,37946,15520,7858,3844
B2,39,41990,17213,8823,4400
B3,39,88102,34723,15720,5997
B4,39,95605,37616,17299,6922
B5,39,93469,36962,17093,6790
B6,39,95085,37430,17033,6574
B7,39,103286,40875,18766,7282
B8,39,97701,38683,17741,6935
B9,39,88659,35576,16390,6442
B10,39,102043,40431,18367,7090
B11,39,85960,34309,15629,6044
B12,39,109263,42941,19759,8402
C1,39,44864,18176,9116,4426
C2,39,41194,16529,8055,3670
C3,39,95567,37456,16974,6572
C4,39,95620,37558,17012,6359
C5,39,101778,39807,18084,7015
C6,39,104526,40896,18592,7199
C7,39,101906,39677,17823,6721
C8,39,92187,36527,16815,6581
C9,39,102105,40071,18250,7045
C10,39,86636,34377,15698,5977
C11,39,96996,38432,17608,6966
C12,39,104252,41356,19024,7455
D1,39,43848,17860,9000,4466
D2,39,46081,18666,9320,4457
D3,39,95682,37923,17635,7227
D4,39,97113,38354,17640,7014
D5,39,107788,42340,19346,7544
D6,39,104662,41456,19209,7679
D7,39,99002,39162,18112,7217
D8,39,95123,37625,17317,6888
D9,39,98823,39176,18003,7092
D10,39,96721,38136,17209,6557
D11,39,94792,37782,17417,7157
D12,39,101066,40370,18485,7055
E1,39,41597,16852,8342,3879
E2,39,45804,18631,9366,4452
E3,39,97618,38585,17660,6874
E4,39,100533,39392,17915,6980
E5,39,102595,40576,18674,7435
E6,39,99676,39441,18211,7237
E7,39,104764,41014,18669,7263
E8,39,106491,41633,18741,7118
E9,39,90623,36063,16481,6305
E10,39,97434,38484,17514,6793
E11,39,95262,37832,17293,6764
E12,39,106383,42026,19181,7450
F1,39,42606,17528,8916,4353
F2,39,42799,17327,8560,3981
F3,39,88484,34936,16028,6344
F4,39,89126,35354,16313,6544
F5,39,96539,38171,17536,6837
F6,39,101195,39823,18154,7022
F7,39,97727,38410,17488,6759
F8,39,95074,37344,17011,6580
F9,39,99171,39129,17710,6650
F10,39,97613,38751,17677,6875
F11,39,89464,35697,16356,6449
F12,39,107093,42238,19174,7270
G1,39,42426,17204,8460,3877
G2,39,45600,18463,9101,4177
G3,39,87903,35104,16317,6488
G4,39,96980,38495,17869,7298
G5,39,95500,37928,17465,6857
G6,39,88943,35352,16501,6656
G7,39,97468,38396,17511,6749
G8,39,94846,37187,16988,6681
G9,39,92086,36435,16576,6310
G10,39,94253,37266,16991,6521
G11,39,99872,39646,17949,6799
G12,39,116306,47209,22860,10033
H1,39,45684,18607,9219,4280
H2,39,49926,20301,9989,4638
H3,39,101854,42272,20764,9387
H4,39,96553,38854,18090,7298
H5,39,97569,38845,17848,6905
H6,39,100184,40072,18346,7168
H7,39,100943,41167,19939,8534
H8,39,96714,38168,17327,6569
H9,39,95896,38567,17850,6962
H10,39,100801,40460,18843,7618
H11,39,84355,34738,16199,6447
H12,39,82655,33087,15263,5994
A1,40,44844,18087,8894,4118
A2,40,43553,17440,8468,3844
A3,40,84425,33051,14962,5746
A4,40,93470,36770,16808,6534
A5,40,91826,35918,16252,6190
A6,40,102198,39954,17989,6765
A7,40,100340,39285,17800,6841
A8,40,86957,34403,15808,6136
A9,40,85223,33746,15431,6044
A10,40,94978,37597,17083,6581
A11,40,82648,32798,14947,5699
A12,40,91277,36067,16158,5997
B1,40,38325,15672,7957,3878
B2,40,42075,17230,8803,4389
B3,40,88566,34893,15811,6017
B4,40,96023,37788,17371,6964
B5,40,94080,37202,17176,6815
B6,40,95910,37763,17167,6641
B7,40,104279,41248,18957,7362
B8,40,97778,38718,17745,6958
B9,40,88415,35465,16330,6442
B10,40,102489,40596,18448,7122
B11,40,86131,34392,15657,6069
B12,40,109247,42951,19731,8439
C1,40,45483,18397,9253,4454
C2,40,41393,16590,8088,3683
C3,40,95704,37493,16993,6566
C4,40,95807,37624,17046,6375
C5,40,102042,39899,18120,7048
C6,40,105013,41095,18677,7199
C7,40,101754,39583,17766,6689
C8,40,92085,36444,16796,6583
C9,40,102157,40088,18223,7026
C10,40,86845,34419,15759,6017
C11,40,97526,38638,17727,6988
C12,40,103939,41230,18970,7440
D1,40,44465,18159,9124,4543
D2,40,46633,18895,9451,4517
D3,40,96242,38145,17712,7213
D4,40,97554,38517,17692,7054
D5,40,108310,42506,19437,7563
D6,40,105022,41616,19262,7737
D7,40,98988,39132,18103,7218
D8,40,95294,37680,17328,6863
D9,40,99153,39289,18088,7115
D10,40,97204,38306,17283,6581
D11,40,95589,38115,17552,7208
D12,40,100856,40274,18450,7017
E1,40,42050,17036,8452,3943
E2,40,46143,18776,9440,4498
E3,40,97737,38598,17662,6881
E4,40,100806,39488,17945,6984
E5,40,103184,40785,18776,7470
E6,40,99794,39478,18220,7235
E7,40,105082,41139,18731,7261
E8,40,106491,41611,18738,7118
E9,40,91003,36198,16528,6311
E10,40,97920,38691,17598,6828
E11,40,95650,37998,17384,6798
E12,40,106654,42135,19236,7471
F1,40,42761,17565,8936,4384
F2,40,43100,17449,8625,4019
F3,40,88789,35049,16061,6365
F4,40,89600,35555,16396,6558
F5,40,96955,38345,17615,6870
F6,40,101838,40093,18252,7070
F7,40,98168,38571,17576,6804
F8,40,94563,37148,16903,6540
F9,40,99432,39251,17769,6677
F10,40,97895,38864,17736,6896
F11,40,89681,35773,16396,6445
F12,40,107336,42345,19227,7315
G1,40,42481,17216,8464,3888
G2,40,46081,18666,9193,4190
G3,40,88376,35313,16401,6550
G4,40,97356,38625,17927,7331
G5,40,95795,38043,17535,6903
G6,40,89483,35580,16585,6704
G7,40,97796,38474,17553,6769
G8,40,94921,37216,16992,6659
G9,40,92122,36438,16584,6310
G10,40,94455,37349,17035,6527
