Well,Cycle,BLUE,GREEN,YELLOW,RED
B3,69,93587,36862,16754,6449
B4,69,101131,39788,18315,7352
B5,69,100858,39807,18412,7329
B6,69,101548,39905,18231,7088
B7,69,111617,44140,20271,7869
B8,69,105820,41855,19226,7558
B9,69,97869,39518,18298,7210
B10,69,108911,43085,19602,7618
B11,69,91040,36316,16629,6527
B12,69,108850,42785,19801,8530
C1,69,50415,20384,10247,4936
C2,69,44769,17976,8805,4025
C3,69,102037,39992,18175,7066
C4,69,101326,39691,17998,6793
C5,69,107869,42222,19222,7489
C6,69,110029,43117,19714,7670
C7,69,107055,41687,18777,7112
C8,69,99604,39408,18218,7161
C9,69,108592,42578,19407,7530
C10,69,91718,36364,16702,6466
C11,69,100125,39704,18284,7267
C12,69,103757,41119,19089,7610
D1,69,48459,19755,9962,4935
D2,69,50090,20280,10141,4838
D3,69,102009,40386,18764,7665
D4,69,103486,40795,18786,7480
D5,69,115188,45241,20683,8083
D6,69,110518,43724,20251,8131
D7,69,104118,41153,19049,7640
D8,69,101951,40286,18582,7376
D9,69,104734,41443,19080,7543
D10,69,102660,40407,18269,7027
D11,69,99661,39680,18330,7559
D12,69,100835,40222,18611,7213
E1,69,45362,18376,9155,4291
E2,69,49273,20010,10055,4782
E3,69,103186,40728,18679,7304
E4,69,105032,41199,18813,7410
E5,69,109069,43107,19864,7907
E6,69,104826,41441,19151,7622
E7,69,111650,43741,19975,7779
E8,69,112332,43941,19873,7604
E9,69,95504,37984,17412,6709
E10,69,101161,40043,18319,7185
E11,69,100193,39801,18297,7205
E12,69,106386,41977,19338,7620
F1,69,46951,19265,9805,4790
F2,69,46879,18949,9368,4345
F3,69,94299,37184,17064,6786
F4,69,94053,37239,17256,6930
F5,69,104649,41288,19023,7443
F6,69,106659,41963,19169,7468
F7,69,104579,41088,18754,7283
F8,69,98929,38798,17681,6875
F9,69,102043,40189,18252,6946
F10,69,102281,40568,18580,7269
F11,69,94901,37771,17367,6846
F12,69,106578,42007,19239,7432
G1,69,45387,18416,9122,4190
G2,69,48849,19815,9806,4502
G3,69,95365,38010,17662,7047
G4,69,103535,41088,19061,7815
G5,69,101099,40101,18520,7321
G6,69,94283,37365,17454,7018
G7,69,103628,40838,18673,7240
G8,69,99265,38951,17879,7045
G9,69,97383,38500,17637,6773
G10,69,98635,39055,17909,6978
G11,69,104266,41424,18904,7245
G12,69,115114,46696,22795,10128
H1,69,47470,19391,9700,4600
H2,69,52601,21419,10660,4992
H3,69,101520,42119,20787,9508
H4,69,97496,39136,18359,7505
H5,69,98726,39186,18141,7132
H6,69,101675,40579,18726,7434
H7,69,102164,41467,20163,8678
H8,69,96888,38240,17498,6776
H9,69,95673,38378,17930,7125
H10,69,101057,40538,19058,7817
H11,69,86062,35239,16560,6757
H12,69,82902,33219,15484,6245
A1,70,47892,19326,9527,4460
A2,70,46489,18663,9113,4182
A3,70,87787,34404,15691,6099
A4,70,97186,38252,17572,6913
A5,70,96587,37812,17199,6601
A6,70,107069,41897,18960,7175
A7,70,106386,41688,18974,7319
A8,70,93621,36953,17047,6658
A9,70,89141,35320,16263,6422
A10,70,98794,39101,17918,7021
A11,70,84136,33410,15410,6011
A12,70,93924,37140,16833,6385
B1,70,41794,17062,8655,4231
B2,70,46063,18796,9616,4763
B3,70,93407,36765,16720,6443
B4,70,101015,39737,18307,7350
B5,70,101127,39919,18455,7362
B6,70,101614,39942,18242,7104
B7,70,111694,44167,20309,7889
B8,70,105614,41777,19195,7525
B9,70,97959,39526,18293,7204
B10,70,108933,43092,19619,7620
B11,70,91279,36439,16681,6554
B12,70,108753,42762,19795,8525
C1,70,50214,20287,10198,4907
C2,70,44905,18035,8833,4036
C3,70,102104,39991,18207,7105
C4,70,101518,39740,18025,6802
C5,70,107692,42155,19191,7477
C6,70,110017,43088,19688,7662
C7,70,107053,41684,18777,7097
C8,70,99451,39342,18189,7143
C9,70,108780,42655,19443,7562
C10,70,91824,36403,16729,6477
C11,70,100271,39753,18318,7308
C12,70,103795,41139,19112,7608
D1,70,48405,19717,9936,4910
D2,70,50256,20348,10168,4851
D3,70,102311,40519,18830,7695
D4,70,103607,40848,18797,7529
D5,70,114299,44884,20507,8016
D6,70,110567,43751,20253,8115
D7,70,104204,41173,19084,7644
D8,70,101885,40257,18553,7363
D9,70,104472,41362,19044,7537
D10,70,102743,40418,18328,7050
D11,70,99652,39679,18344,7575
D12,70,100681,40164,18561,7201
E1,70,45354,18379,9154,4299
E2,70,49530,20099,10090,4791
E3,70,103176,40723,18654,7291
E4,70,104884,41125,18780,7380
E5,70,108906,43034,19847,7873
E6,70,104784,41450,19150,7633
E7,70,111518,43671,19941,7768
E8,70,112225,43908,19869,7589
E9,70,95277,37883,17391,6687
E10,70,101672,40230,18418,7219
E11,70,99922,39680,18225,7180
E12,70,106205,41931,19271,7602
F1,70,46916,19260,9787,4779
F2,70,47288,19126,9483,4420
F3,70,94386,37211,17076,6789
F4,70,93676,37077,17200,6934
F5,70,104876,41427,19069,7482
F6,70,106481,41915,19162,7477
F7,70,104802,41183,18803,7306
F8,70,99069,38824,17708,6911
F9,70,101888,40124,18246,6909
F10,70,103551,41089,18844,7390
F11,70,94736,37722,17356,6849
F12,70,106606,42002,19229,7433
G1,70,45466,18432,9135,4199
G2,70,48951,19855,9820,4510
G3,70,95296,37971,17664,7049
G4,70,103532,41056,19090,7819
G5,70,101194,40161,18573,7321
G6,70,93949,37228,17358,6983
G7,70,103705,40878,18691,7255
G8,70,99371,38990,17888,7064
G9,70,97557,38590,17680,6796
G10,70,98835,39118,17977,6988
G11,70,104321,41461,18892,7255
G12,70,115454,46833,22841,10159
H1,70,47547,19411,9713,4594
H2,70,52602,21432,10656,5006
H3,70,101287,42012,20747,9481
H4,70,97497,39147,18335,7513
H5,70,98734,39223,18141,7146
H6,70,101887,40658,18769,7439
H7,70,102183,41486,20164,8677
H8,70,96905,38260,17536,6780
H9,70,95661,38366,17916,7116
H10,70,101016,40522,19050,7809
H11,70,86141,35281,16593,6754
H12,70,82900,33238,15495,6254
A1,71,47973,19362,9553,4459
A2,71,46659,18742,9166,4192
A3,71,87904,34437,15697,6117
A4,71,97162,38246,17554,6900
A5,71,96520,37783,17189,6608
A6,71,107222,41952,18980,7199
A7,71,106397,41688,18970,7315
A8,71,93913,37071,17089,6682
A9,71,89612,35539,16372,6463
A10,71,98752,39106,17909,7028
A11,71,84115,33440,15421,6000
A12,71,93894,37125,16819,6391
B1,71,41916,17118,8673,4241
B2,71,46331,18926,9680,4806
B3,71,93657,36868,16737,6456
B4,71,101190,39804,18346,7383
B5,71,101264,39994,18486,7357
B6,71,101633,39955,18230,7105
B7,71,111645,44165,20287,7897
B8,71,105449,41713,19147,7497
B9,71,98202,39621,18326,7216
B10,71,108840,43071,19624,7628
B11,71,91188,36389,16688,6548
B12,71,108917,42811,19853,8546
C1,71,50178,20292,10197,4911
C2,71,44937,18035,8833,4046
C3,71,102210,40050,18224,7089
C4,71,101569,39767,18042,6803
C5,71,107778,42185,19209,7493
C6,71,109982,43076,19704,7680
C7,71,107323,41804,18833,7134
C8,71,99352,39275,18150,7129
C9,71,109506,42939,19613,7613
C10,71,91716,36358,16708,6482
C11,71,100151,39702,18304,7278
C12,71,103917,41207,19152,7639
D1,71,48493,19740,9947,4934
D2,71,49892,20184,10110,4801
D3,71,101954,40351,18758,7644
D4,71,103729,40894,18825,7531
D5,71,115049,45185,20676,8096
D6,71,110661,43780,20286,8154
D7,71,104547,41325,19142,7658
D8,71,101746,40199,18527,7354
D9,71,104767,41492,19115,7565
D10,71,102954,40499,18349,7073
D11,71,99583,39656,18347,7561
D12,71,100814,40217,18597,7221
E1,71,45430,18419,9170,4296
E2,71,49406,20051,10079,4789
E3,71,102944,40658,18632,7272
E4,71,104715,41077,18769,7368
E5,71,108927,43052,19848,7884
E6,71,105048,41527,19207,7673
E7,71,111727,43774,19996,7790
E8,71,112855,44167,19979,7629
E9,71,95359,37935,17398,6702
E10,71,101520,40179,18404,7218
E11,71,100160,39800,18287,7202
E12,71,106621,42082,19379,7653
F1,71,47027,19302,9843,4814
F2,71,47545,19206,9521,4437
F3,71,94469,37245,17106,6796
F4,71,93782,37129,17220,6924
F5,71,104943,41453,19085,7484
F6,71,107114,42147,19251,7495
F7,71,104727,41117,18785,7300
F8,71,99281,38918,17757,6932
F9,71,101760,40063,18204,6908
F10,71,102881,40823,18720,7339
F11,71,94686,37710,17330,6863
F12,71,107600,42400,19428,7506
G1,71,45562,18485,9155,4216
G2,71,48860,19819,9821,4510
G3,71,95419,38033,17668,7063
G4,71,104074,41277,19157,7856
G5,71,101259,40152,18557,7344
G6,71,94301,37381,17445,7016
G7,71,103946,40970,18748,7274
G8,71,99679,39093,17960,7098
G9,71,97641,38629,17673,6792
G10,71,98897,39173,17996,6999
G11,71,104356,41464,18897,7246
G12,71,115758,46963,22930,10207
H1,71,47602,19438,9729,4580
H2,71,52599,21436,10665,5012
H3,71,101450,42056,20784,9501
H4,71,97518,39122,18357,7525
H5,71,98815,39210,18169,7165
H6,71,101910,40664,18760,7448
H7,71,102259,41500,20175,8685
H8,71,96872,38228,17525,6755
H9,71,95690,38376,17930,7135
H10,71,100935,40478,19061,7831
H11,71,86197,35263,16619,6755
H12,71,82892,33223,15502,6252
A1,72,47974,19362,9566,4452
A2,72,46680,18749,9186,4212
A3,72,87833,34405,15705,6129
A4,72,97233,38273,17589,6925
A5,72,96604,37818,17203,6600
A6,72,107174,41928,18999,7201
A7,72,106662,41783,19026,7355
A8,72,94070,37117,17122,6690
A9,72,89237,35372,16291,6442
A10,72,98748,39109,17916,7037
A11,72,84233,33474,15419,6004
A12,72,94085,37206,16875,6403
B1,72,42043,17133,8691,4241
B2,72,46462,18950,9708,4815
B3,72,93914,36947,16816,6485
B4,72,101300,39845,18391,7384
B5,72,101211,39955,18464,7353
B6,72,101781,40025,18299,7123
B7,72,111384,44055,20244,7868
B8,72,105418,41706,19133,7535
B9,72,97969,39516,18274,7212
B10,72,108858,43061,19642,7637
B11,72,91321,36438,16716,6549
B12,72,108740,42736,19813,8535
C1,72,50260,20289,10195,4895
C2,72,44960,18051,8846,4048
C3,72,102384,40108,18238,7124
C4,72,101812,39855,18071,6818
C5,72,107816,42179,19223,7494
C6,72,110172,43173,19728,7678
C7,72,108487,42285,19053,7233
C8,72,99450,39332,18172,7142
C9,72,108826,42678,19467,7561
C10,72,91759,36358,16715,6480
C11,72,100352,39790,18351,7310
C12,72,103874,41192,19142,7627
D1,72,48439,19731,9953,4924
D2,72,50088,20253,10146,4833
D3,72,102136,40445,18781,7687
D4,72,103436,40798,18789,7501
D5,72,115158,45203,20693,8094
D6,72,110693,43812,20297,8160
D7,72,104568,41354,19138,7671
D8,72,101868,40254,18543,7361
D9,72,104657,41442,19089,7540
D10,72,103217,40619,18398,7098
D11,72,99743,39721,18385,7574
D12,72,100886,40229,18599,7228
E1,72,45487,18435,9166,4307
E2,72,49728,20208,10149,4831
E3,72,103216,40755,18675,7303
E4,72,104905,41169,18824,7412
E5,72,109120,43135,19887,7900
E6,72,105197,41598,19249,7677
E7,72,111704,43754,19975,7775
E8,72,112513,44027,19911,7602
E9,72,95430,37952,17392,6728
E10,72,101344,40100,18368,7202
E11,72,100485,39926,18349,7254
E12,72,106659,42090,19402,7654
F1,72,47131,19345,9866,4836
F2,72,47745,19304,9570,4470
F3,72,94611,37292,17129,6813
F4,72,94216,37315,17294,6974
F5,72,104919,41424,19079,7480
F6,72,106578,41948,19178,7466
F7,72,104808,41163,18816,7304
F8,72,99248,38907,17773,6934
F9,72,101846,40106,18224,6925
F10,72,102421,40639,18635,7325
F11,72,94919,37775,17380,6874
F12,72,106652,42037,19274,7480
G1,72,45577,18494,9148,4228
G2,72,48704,19732,9767,4496
G3,72,95541,38071,17714,7068
G4,72,103646,41099,19099,7824
G5,72,101370,40250,18611,7333
G6,72,94231,37352,17453,7009
G7,72,103827,40934,18739,7270
G8,72,99540,39041,17929,7067
G9,72,97728,38634,17701,6813
G10,72,98829,39109,17973,7000
G11,72,104393,41480,18912,7252
G12,72,115342,46779,22860,10170
H1,72,47670,19491,9763,4610
H2,72,52669,21469,10667,5008
H3,72,101464,42069,20786,9513
H4,72,97705,39232,18396,7522
H5,72,98912,39264,18188,7189
H6,72,101923,40648,18766,7443
H7,72,102358,41537,20196,8727
H8,72,96876,38236,17527,6778
H9,72,95832,38397,17948,7150
H10,72,101010,40493,19058,7825
H11,72,86203,35294,16611,6772
H12,72,82952,33238,15515,6249
A1,73,48223,19446,9615,4489
A2,73,46676,18727,9183,4195
A3,73,87952,34467,15720,6132
A4,73,97257,38277,17599,6909
A5,73,96576,37804,17202,6614
A6,73,107175,41929,18988,7211
A7,73,106597,41752,19025,7352
A8,73,93613,36963,17059,6666
A9,73,89005,35311,16256,6428
A10,73,98672,39089,17916,7042
A11,73,84134,33440,15410,6009
A12,73,94072,37223,16853,6399
B1,73,41600,16968,8623,4210
B2,73,46320,18911,9676,4794
B3,73,93780,36910,16785,6450
B4,73,101221,39822,18358,7387
B5,73,100790,39793,18385,7327
B6,73,101749,39995,18282,7117
B7,73,111426,44047,20264,7886
B8,73,106074,41965,19278,7564
B9,73,98713,39801,18403,7278
B10,73,108853,43075,19638,7628
B11,73,91680,36580,16768,6579
B12,73,108711,42718,19823,8511
C1,73,50625,20473,10283,4942
C2,73,45043,18070,8874,4059
C3,73,102843,40300,18340,7134
C4,73,101751,39835,18063,6804
C5,73,108522,42458,19355,7547
C6,73,110178,43179,19736,7694
C7,73,107777,41961,18902,7165
C8,73,100051,39572,18314,7201
C9,73,108248,42462,19383,7547
C10,73,91821,36402,16723,6485
C11,73,99792,39565,18229,7261
C12,73,103866,41177,19143,7628
D1,73,48450,19742,9947,4942
D2,73,50194,20311,10165,4851
D3,73,102458,40557,18852,7713
D4,73,103427,40799,18791,7503
D5,73,115713,45408,20789,8151
D6,73,110553,43771,20274,8141
D7,73,104683,41399,19180,7684
D8,73,102137,40352,18607,7388
D9,73,104220,41253,18990,7523
D10,73,103307,40639,18416,7106
D11,73,99258,39519,18264,7538
D12,73,100706,40154,18579,7225
E1,73,45396,18427,9158,4316
E2,73,49579,20151,10126,4785
E3,73,103326,40812,18684,7302
E4,73,104906,41166,18816,7398
E5,73,108836,43024,19837,7873
E6,73,105388,41671,19248,7672
E7,73,111743,43761,19988,7776
E8,73,113149,44270,20020,7662
E9,73,95346,37924,17415,6716
E10,73,102116,40411,18507,7281
E11,73,100205,39827,18312,7250
E12,73,106112,41873,19302,7618
F1,73,47117,19331,9856,4810
F2,73,47410,19167,9487,4419
F3,73,94666,37323,17137,6791
F4,73,94164,37278,17296,6993
F5,73,104855,41374,19053,7469
F6,73,106579,41952,19175,7463
F7,73,104921,41203,18835,7325
F8,73,99549,39021,17798,6939
F9,73,101762,40066,18226,6919
F10,73,103152,40932,18737,7373
F11,73,95001,37814,17397,6889
F12,73,106892,42134,19299,7492
G1,73,45626,18511,9166,4230
G2,73,49298,20026,9902,4555
G3,73,95631,38118,17709,7077
G4,73,103697,41111,19104,7847
G5,73,101294,40193,18569,7359
G6,73,94222,37334,17418,7008
G7,73,103765,40901,18709,7258
G8,73,99684,39107,17966,7090
G9,73,97799,38693,17719,6826
G10,73,99147,39267,18038,7043
G11,73,104405,41477,18908,7264
G12,73,115166,46730,22813,10174
H1,73,47709,19510,9766,4608
H2,73,52747,21478,10692,5019
H3,73,101539,42114,20785,9528
H4,73,97664,39215,18378,7519
H5,73,98849,39233,18181,7168
H6,73,101969,40667,18793,7476
H7,73,102360,41561,20196,8700
H8,73,96892,38227,17506,6789
H9,73,95779,38413,17958,7131
H10,73,100879,40451,19032,7814
H11,73,86332,35338,16634,6787
H12,73,82974,33231,15511,6270
A1,74,48156,19440,9618,4486
A2,74,46816,18782,9218,4217
A3,74,88044,34524,15736,6141
A4,74,97273,38288,17605,6926
A5,74,96803,37913,17250,6610
A6,74,107224,41980,19005,7224
A7,74,106495,41759,19013,7347
A8,74,93693,37013,17075,6680
A9,74,88956,35268,16257,6450
A10,74,98739,39117,17939,7059
A11,74,84262,33499,15451,6021
A12,74,94212,37278,16901,6397
B1,74,41945,17110,8687,4232
B2,74,46558,19004,9728,4812
B3,74,94128,37060,16866,6518
B4,74,101483,39935,18410,7397
B5,74,101438,40050,18543,7390
B6,74,101939,40076,18317,7138
B7,74,112097,44340,20391,7937
B8,74,106040,41965,19265,7570
B9,74,98455,39706,18380,7269
B10,74,108966,43094,19650,7648
B11,74,91535,36537,16766,6582
B12,74,108848,42781,19838,8557
C1,74,50804,20538,10307,4959
C2,74,45174,18141,8889,4073
C3,74,102606,40195,18297,7129
C4,74,101969,39931,18120,6853
C5,74,108104,42336,19289,7552
C6,74,110234,43201,19763,7707
C7,74,107262,41747,18821,7112
C8,74,100121,39596,18328,7200
C9,74,108188,42440,19375,7538
C10,74,91982,36487,16793,6518
C11,74,100236,39764,18356,7313
C12,74,103940,41198,19144,7641
D1,74,48955,19951,10046,4994
D2,74,50380,20387,10232,4856
D3,74,102489,40610,18886,7722
D4,74,103778,40930,18850,7549
D5,74,115411,45353,20741,8117
D6,74,110551,43786,20289,8161
D7,74,104030,41117,19044,7628
D8,74,102363,40479,18665,7422
D9,74,104196,41253,19000,7502
D10,74,103159,40597,18397,7098
D11,74,99846,39788,18401,7605
D12,74,100388,40026,18495,7196
E1,74,45608,18495,9200,4346
E2,74,49957,20281,10216,4848
E3,74,102887,40633,18637,7279
E4,74,104987,41170,18839,7399
E5,74,108956,43068,19853,7904
E6,74,105243,41631,19247,7673
E7,74,111475,43665,19920,7751
E8,74,112801,44118,19962,7612
E9,74,95499,37992,17424,6718
E10,74,101472,40165,18411,7238
E11,74,100182,39802,18300,7238
E12,74,106367,41978,19351,7623
F1,74,47175,19374,9893,4827
F2,74,48094,19465,9652,4512
F3,74,94714,37334,17164,6842
F4,74,93994,37220,17278,6975
F5,74,104887,41381,19061,7476
F6,74,106681,42011,19214,7492
F7,74,104979,41240,18852,7331
F8,74,99541,39017,17833,6966
F9,74,102070,40213,18281,6953
F10,74,102944,40856,18744,7366
F11,74,94844,37741,17358,6877
F12,74,106989,42186,19338,7501
G1,74,45681,18516,9195,4224
G2,74,49189,19966,9878,4558
G3,74,95637,38134,17727,7073
G4,74,104057,41281,19171,7857
G5,74,101446,40265,18617,7357
G6,74,94446,37426,17484,7049
G7,74,104204,41084,18788,7298
G8,74,99904,39236,18001,7116
G9,74,97804,38684,17730,6826
G10,74,98877,39153,18004,7002
G11,74,104527,41535,18943,7285
G12,74,115339,46781,22837,10174
H1,74,47766,19525,9778,4610
H2,74,52732,21482,10703,5029
H3,74,101440,42052,20792,9530
H4,74,97681,39219,18396,7547
H5,74,98867,39264,18192,7173
H6,74,102009,40709,18787,7460
H7,74,102394,41568,20184,8715
H8,74,96935,38254,17541,6784
H9,74,95775,38409,17940,7153
H10,74,101043,40528,19074,7845
H11,74,86347,35354,16649,6784
H12,74,82904,33207,15511,6254
A1,75,48263,19488,9625,4497
A2,75,46793,18787,9222,4214
A3,75,87885,34445,15711,6131
A4,75,97243,38292,17579,6929
A5,75,96757,37893,17254,6625
A6,75,107218,41974,19016,7234
A7,75,106866,41884,19079,7378
A8,75,94225,37199,17149,6711
A9,75,89559,35504,16383,6491
A10,75,98775,39126,17962,7031
A11,75,84270,33490,15445,6018
A12,75,94254,37278,16906,6417
B1,75,41798,17080,8660,4220
B2,75,46580,18999,9729,4824
B3,75,93952,36982,16827,6462
B4,75,101457,39918,18400,7417
B5,75,101325,39999,18502,7383
B6,75,101961,40069,18298,7143
B7,75,111672,44176,20322,7934
B8,75,105703,41833,19225,7547
B9,75,98456,39672,18368,7264
B10,75,108849,43037,19641,7640
B11,75,91476,36520,16756,6597
B12,75,108866,42786,19853,8546
C1,75,50641,20471,10264,4939
C2,75,45368,18228,8927,4090
C3,75,102606,40194,18312,7121
C4,75,101730,39851,18088,6826
C5,75,108489,42461,19374,7559
C6,75,110325,43213,19763,7712
C7,75,108535,42301,19058,7231
C8,75,99878,39500,18256,7188
C9,75,109567,42999,19638,7641
C10,75,91826,36411,16749,6498
C11,75,100357,39796,18364,7316
C12,75,103812,41160,19132,7643
D1,75,48366,19696,9947,4936
D2,75,50563,20475,10230,4876
D3,75,102547,40615,18883,7729
D4,75,103708,40913,18847,7529
D5,75,115334,45310,20718,8103
D6,75,110655,43815,20298,8152
D7,75,104763,41428,19199,7696
D8,75,102152,40399,18625,7396
D9,75,104791,41511,19143,7579
D10,75,102979,40544,18380,7081
D11,75,99988,39818,18420,7601
D12,75,100901,40258,18638,7249
E1,75,45372,18381,9163,4315
E2,75,50042,20338,10234,4868
E3,75,103624,40909,18766,7334
E4,75,105082,41224,18838,7414
E5,75,109178,43138,19894,7915
E6,75,105074,41574,19230,7658
E7,75,111721,43765,19996,7766
E8,75,113010,44223,20044,7659
E9,75,95563,37992,17466,6758
E10,75,102072,40388,18525,7283
E11,75,100149,39800,18324,7223
E12,75,107147,42312,19505,7695
F1,75,47245,19413,9883,4838
F2,75,47888,19384,9603,4505
F3,75,94718,37366,17183,6841
F4,75,93723,37085,17216,6949
F5,75,105178,41524,19143,7514
F6,75,107052,42141,19274,7528
F7,75,105151,41310,18883,7354
F8,75,99522,39009,17798,6961
F9,75,101765,40081,18228,6933
F10,75,103540,41094,18847,7419
F11,75,95141,37876,17435,6917
F12,75,107628,42427,19437,7542
G1,75,45764,18582,9203,4251
G2,75,49164,19953,9870,4546
G3,75,95598,38105,17741,7066
G4,75,103675,41129,19110,7850
G5,75,101508,40268,18623,7377
G6,75,94682,37521,17527,7045
G7,75,104100,41054,18794,7275
G8,75,99919,39205,17999,7131
G9,75,97874,38717,17760,6856
G10,75,99229,39300,18076,7060
G11,75,104479,41526,18955,7276
G12,75,115660,46928,22915,10226
H1,75,47802,19541,9786,4617
H2,75,52897,21563,10738,5039
H3,75,101341,42044,20783,9502
H4,75,97799,39287,18426,7535
H5,75,98985,39308,18214,7208
H6,75,102080,40723,18790,7502
H7,75,102491,41588,20207,8718
H8,75,96923,38255,17560,6821
H9,75,95867,38425,17997,7172
H10,75,100882,40442,19049,7840
H11,75,86449,35393,16652,6804
H12,75,82844,33215,15518,6257
A1,76,48420,19536,9656,4514
A2,76,46842,18800,9221,4218
A3,76,88127,34535,15778,6169
A4,76,97271,38305,17611,6929
A5,76,96843,37943,17267,6632
A6,76,107343,42005,19028,7234
A7,76,106888,41889,19074,7367
A8,76,94227,37202,17165,6718
A9,76,89396,35430,16355,6478
A10,76,98810,39151,17948,7043
A11,76,84317,33524,15459,6028
A12,76,94353,37324,16900,6412
B1,76,41702,17044,8641,4211
B2,76,46507,18980,9709,4817
B3,76,94190,37066,16871,6509
B4,76,101324,39868,18385,7416
B5,76,101599,40108,18561,7401
B6,76,102062,40080,18328,7120
B7,76,112327,44408,20432,7972
B8,76,105935,41923,19292,7575
B9,76,97730,39382,18232,7197
B10,76,108798,43028,19629,7669
B11,76,91601,36536,16783,6584
B12,76,108897,42808,19856,8578
C1,76,51064,20641,10365,4992
C2,76,45480,18250,8959,4102
C3,76,102984,40340,18374,7166
C4,76,101881,39877,18090,6842
C5,76,108311,42368,19330,7532
C6,76,110519,43330,19804,7744
C7,76,107914,42042,18943,7181
C8,76,99995,39554,18296,7199
C9,76,109361,42889,19570,7619
C10,76,91817,36403,16749,6492
C11,76,100447,39850,18392,7339
C12,76,103910,41209,19180,7650
D1,76,48978,19961,10064,5003
D2,76,50741,20553,10285,4888
D3,76,102847,40732,18913,7759
D4,76,103640,40858,18827,7545
D5,76,115367,45304,20735,8129
D6,76,110741,43824,20304,8157
D7,76,104188,41182,19073,7623
D8,76,102324,40457,18656,7405
D9,76,105175,41654,19203,7611
D10,76,103402,40699,18456,7113
D11,76,99834,39758,18402,7605
D12,76,100752,40181,18618,7255
E1,76,45616,18497,9231,4337
E2,76,50017,20300,10203,4843
E3,76,103776,40989,18806,7347
E4,76,104935,41178,18831,7408
E5,76,109311,43203,19948,7939
E6,76,105302,41633,19251,7678
E7,76,112029,43893,20025,7812
E8,76,113052,44239,20045,7667
E9,76,95648,38043,17463,6731
E10,76,102136,40418,18547,7289
E11,76,100152,39802,18319,7231
E12,76,106677,42088,19424,7666
F1,76,47401,19493,9936,4847
F2,76,47793,19320,9585,4462
F3,76,94992,37467,17219,6851
F4,76,94339,37338,17341,6991
F5,76,105182,41528,19125,7515
F6,76,107491,42326,19356,7569
F7,76,105239,41365,18909,7357
F8,76,99172,38882,17754,6921
F9,76,101812,40115,18235,6928
F10,76,103550,41118,18859,7440
F11,76,95176,37896,17437,6919
F12,76,107284,42294,19405,7536
G1,76,45826,18590,9220,4274
G2,76,49279,19998,9886,4553
G3,76,95627,38120,17739,7081
G4,76,103776,41140,19137,7855
G5,76,101631,40345,18658,7377
G6,76,94870,37595,17550,7084
G7,76,104107,41047,18807,7284
G8,76,99787,39154,17989,7122
G9,76,98015,38786,17779,6859
G10,76,99161,39277,18068,7051
G11,76,104665,41604,18999,7309
G12,76,115411,46815,22878,10219
H1,76,47892,19564,9800,4628
H2,76,52941,21571,10747,5051
H3,76,101272,41984,20749,9509
H4,76,97800,39255,18412,7559
H5,76,98959,39305,18203,7185
H6,76,102019,40705,18802,7482
H7,76,102478,41594,20210,8734
H8,76,96886,38224,17562,6810
H9,76,95894,38437,17985,7186
H10,76,100851,40456,19031,7828
H11,76,86524,35407,16673,6801
H12,76,82893,33226,15510,6283
A1,77,48273,19474,9626,4494
A2,77,46931,18843,9227,4244
A3,77,88087,34532,15748,6165
A4,77,97309,38332,17626,6951
A5,77,96890,37950,17284,6628
A6,77,107391,42035,19040,7249
A7,77,106999,41938,19098,7392
A8,77,94272,37206,17181,6736
A9,77,89405,35442,16348,6479
A10,77,98786,39132,17951,7058
A11,77,84370,33544,15480,6058
A12,77,94397,37343,16933,6443
B1,77,42283,17274,8796,4279
B2,77,46629,19023,9721,4824
B3,77,94146,37060,16851,6515
B4,77,101390,39899,18421,7418
B5,77,101702,40177,18579,7414
B6,77,102195,40181,18371,7178
B7,77,112501,44494,20472,7984
B8,77,106045,42017,19270,7573
B9,77,97834,39425,18258,7205
B10,77,108853,43049,19660,7666
B11,77,91857,36658,16842,6624
B12,77,108820,42769,19872,8552
C1,77,51274,20741,10405,4999
C2,77,45482,18262,8968,4092
C3,77,103216,40423,18419,7191
C4,77,102063,39963,18129,6867
C5,77,108526,42487,19368,7561
C6,77,110587,43325,19824,7733
C7,77,107747,41992,18923,7186
C8,77,100033,39591,18314,7227
C9,77,109382,42893,19590,7646
C10,77,91825,36421,16758,6505
C11,77,100169,39717,18330,7327
C12,77,103985,41217,19180,7668
D1,77,48947,19957,10080,5003
D2,77,50669,20515,10277,4899
D3,77,102840,40729,18939,7740
D4,77,103628,40870,18854,7545
D5,77,115500,45345,20753,8126
D6,77,110935,43916,20365,8187
D7,77,104216,41196,19079,7644
D8,77,102269,40425,18630,7426
D9,77,104957,41579,19169,7584
D10,77,103256,40642,18429,7109
D11,77,99667,39715,18379,7626
D12,77,100472,40073,18553,7221
E1,77,45727,18540,9241,4359
E2,77,50096,20335,10218,4853
E3,77,103558,40898,18746,7331
E4,77,105177,41275,18879,7440
E5,77,109330,43215,19939,7931
E6,77,105803,41840,19369,7736
E7,77,111870,43820,20012,7804
E8,77,113534,44435,20117,7708
E9,77,95585,38021,17443,6736
E10,77,102187,40439,18559,7286
E11,77,100542,39942,18414,7275
E12,77,106404,41991,19374,7659
F1,77,47414,19450,9924,4844
F2,77,47932,19373,9612,4482
F3,77,95077,37491,17240,6869
F4,77,93917,37196,17249,6963
F5,77,105411,41631,19200,7533
F6,77,107273,42235,19332,7547
F7,77,105345,41397,18912,7375
